0.0, 0.0, 0.0, 0.0, 6
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 5
0.0, 0.0, 0.0, 0.0, 6
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 6
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
2.066125153474899e-06, -7.186522272956169e-07, 0.23, -0.08, 8
2.066125153474899e-06, -7.186522272956169e-07, 0.23, -0.08, 7
2.066125153474899e-06, -7.186522272956169e-07, 0.23, -0.08, 6
2.066125153474899e-06, -7.186522272956169e-07, 0.23, -0.08, 6
2.066125153474899e-06, -7.186522272956169e-07, 0.23, -0.08, 7
2.066125153474899e-06, -7.186522272956169e-07, 0.23, -0.08, 7
2.066125153474899e-06, -7.186522272956169e-07, 0.23, -0.08, 6
2.066125153474899e-06, -7.186522272956169e-07, 0.23, -0.08, 7
2.066125153474899e-06, -7.186522272956169e-07, 0.23, -0.08, 6
2.066125153474899e-06, -7.186522272956169e-07, 0.23, -0.08, 7
2.066125153474899e-06, -7.186522272956169e-07, 0.23, -0.08, 6
2.066125153474899e-06, -7.186522272956169e-07, 0.23, -0.08, 7
2.335619738710755e-06, -1.886462096650995e-06, 0.03, -0.13, 7
2.335619738710755e-06, -1.886462096650995e-06, 0.03, -0.13, 6
2.335619738710755e-06, -1.886462096650995e-06, 0.03, -0.13, 7
2.335619738710755e-06, -1.886462096650995e-06, 0.03, -0.13, 6
2.335619738710755e-06, -1.886462096650995e-06, 0.03, -0.13, 7
2.335619738710755e-06, -1.886462096650995e-06, 0.03, -0.13, 7
2.335619738710755e-06, -1.886462096650995e-06, 0.03, -0.13, 7
2.335619738710755e-06, -1.886462096650995e-06, 0.03, -0.13, 6
2.335619738710755e-06, -1.886462096650995e-06, 0.03, -0.13, 5
2.335619738710755e-06, -1.886462096650995e-06, 0.03, -0.13, 5
