0.0, 0.0, 0.0, 0.0, 6
0.0, 0.0, 0.0, 0.0, 9
0.0, 0.0, 0.0, 0.0, 9
0.0, 0.0, 0.0, 0.0, 8
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 8
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 8
0.0, 0.0, 0.0, 0.0, 6
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 8
0.0, 0.0, 0.0, 0.0, 6
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 7
0.0, 0.0, 0.0, 0.0, 8
0.0, 2.694945852358563e-07, 0.0, 0.03, 8
0.0, 2.694945852358563e-07, 0.0, 0.03, 6
8.983152841195208e-08, 6.288206988836647e-07, 0.01, 0.04, 8
8.983152841195208e-08, 6.288206988836647e-07, 0.01, 0.04, 7
3.593261136478084e-07, 9.881468125314733e-07, 0.03, 0.04, 7
3.593261136478084e-07, 9.881468125314733e-07, 0.03, 0.04, 6
3.593261136478084e-07, 9.881468125314733e-07, 0.03, 0.04, 6
3.593261136478084e-07, 9.881468125314733e-07, 0.03, 0.04, 7
3.593261136478084e-07, 9.881468125314733e-07, 0.03, 0.04, 7
3.593261136478084e-07, 9.881468125314733e-07, 0.03, 0.04, 7
8.084837557075687e-07, 1.347472926179282e-06, 0.05, 0.04, 7
8.084837557075687e-07, 1.347472926179282e-06, 0.05, 0.04, 6
1.347472926179282e-06, 1.796630568239042e-06, 0.06000000000000001, 0.05, 7
1.347472926179282e-06, 1.796630568239042e-06, 0.06000000000000001, 0.05, 6
1.347472926179282e-06, 1.796630568239042e-06, 0.06000000000000001, 0.05, 7
1.347472926179282e-06, 1.796630568239042e-06, 0.06000000000000001, 0.05, 6
1.347472926179282e-06, 1.796630568239042e-06, 0.06000000000000001, 0.05, 6
2.245788210298802e-06, 2.335619738710755e-06, 0.1, 0.06000000000000001, 7
2.245788210298802e-06, 2.335619738710755e-06, 0.1, 0.06000000000000001, 7
2.245788210298802e-06, 2.335619738710755e-06, 0.1, 0.06000000000000001, 7
2.245788210298802e-06, 2.335619738710755e-06, 0.1, 0.06000000000000001, 7
2.245788210298802e-06, 2.335619738710755e-06, 0.1, 0.06000000000000001, 7
2.245788210298802e-06, 2.335619738710755e-06, 0.1, 0.06000000000000001, 36
2.245788210298802e-06, 2.335619738710755e-06, 0.1, 0.06000000000000001, 6
2.245788210298802e-06, 2.335619738710755e-06, 0.1, 0.06000000000000001, 8
2.245788210298802e-06, 2.335619738710755e-06, 0.1, 0.06000000000000001, 7
2.245788210298802e-06, 2.335619738710755e-06, 0.1, 0.06000000000000001, 7
2.245788210298802e-06, 2.335619738710755e-06, 0.1, 0.06000000000000001, 7
3.323766551242228e-06, 3.144103494418324e-06, 0.12, 0.09, 7
3.323766551242228e-06, 3.144103494418324e-06, 0.12, 0.09, 7
3.323766551242228e-06, 3.144103494418324e-06, 0.12, 0.09, 6
3.323766551242228e-06, 3.144103494418324e-06, 0.12, 0.09, 6
4.761071005833461e-06, 4.1322503069498e-06, 0.16, 0.11, 7
4.761071005833461e-06, 4.1322503069498e-06, 0.16, 0.11, 6
4.761071005833461e-06, 4.1322503069498e-06, 0.16, 0.11, 6
6.737364630896408e-06, 5.120397119481276e-06, 0.22, 0.11, 7
8.264500613899594e-06, 6.108543932012755e-06, 0.17, 0.11, 7
8.264500613899594e-06, 6.108543932012755e-06, 0.17, 0.11, 6
8.264500613899594e-06, 6.108543932012755e-06, 0.17, 0.11, 6
8.264500613899594e-06, 6.108543932012755e-06, 0.17, 0.11, 7
8.264500613899594e-06, 6.108543932012755e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 7
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 7
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 7
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
9.791636596902778e-06, 7.096690744544239e-06, 0.17, 0.11, 6
1.08696149378462e-05, 8.084837557075726e-06, 0.12, 0.11, 7
1.08696149378462e-05, 8.084837557075726e-06, 0.12, 0.11, 6
1.194759327878963e-05, 9.342478954843079e-06, 0.12, 0.14, 7
1.194759327878963e-05, 9.342478954843079e-06, 0.12, 0.14, 6
