40.4307080001   Longitude: 86.9158089980
40.4307080017   Longitude: 86.9158089952
40.4307080038   Longitude: 86.9158089910
40.4307080067   Longitude: 86.9158089857
40.4307080084   Longitude: 86.9158089790
40.4307080095   Longitude: 86.9158089700
40.4307080099   Longitude: 86.9158089625
40.4307080000   Longitude: 86.9158090000
40.4307079983   Longitude: 86.9158089895
40.4307079982   Longitude: 86.9158089892
40.4307079982   Longitude: 86.9158089889
40.4307079981   Longitude: 86.9158089883
40.4307079980   Longitude: 86.9158089881
40.4307079980   Longitude: 86.9158089878
40.4307079979   Longitude: 86.9158089872
40.4307079978   Longitude: 86.9158089869
40.4307079977   Longitude: 86.9158089867
40.4307079977   Longitude: 86.9158089864
40.4307079976   Longitude: 86.9158089861
40.4307079975   Longitude: 86.9158089855
40.4307079974   Longitude: 86.9158089852
40.4307079974   Longitude: 86.9158089850
40.4307079973   Longitude: 86.9158089847
40.4307079973   Longitude: 86.9158089844
40.4307079972   Longitude: 86.9158089841
40.4307079971   Longitude: 86.9158089838
40.4307079971   Longitude: 86.9158089836
40.4307079969   Longitude: 86.9158089830
40.4307079969   Longitude: 86.9158089827
40.4307079968   Longitude: 86.9158089824
40.4307079968   Longitude: 86.9158089821
40.4307079967   Longitude: 86.9158089818
40.4307079966   Longitude: 86.9158089813
40.4307079965   Longitude: 86.9158089810
40.4307079965   Longitude: 86.9158089807
40.4307079964   Longitude: 86.9158089804
40.4307079963   Longitude: 86.9158089801
40.4307079963   Longitude: 86.9158089798
40.4307079962   Longitude: 86.9158089795
40.4307079961   Longitude: 86.9158089789
40.4307079960   Longitude: 86.9158089786
40.4307079960   Longitude: 86.9158089783
40.4307079959   Longitude: 86.9158089780
40.4307079958   Longitude: 86.9158089774
40.4307079957   Longitude: 86.9158089771
40.4307079957   Longitude: 86.9158089768
40.4307079956   Longitude: 86.9158089765
40.4307079955   Longitude: 86.9158089759
40.4307079954   Longitude: 86.9158089756
40.4307079953   Longitude: 86.9158089752
40.4307079952   Longitude: 86.9158089749
40.4307079951   Longitude: 86.9158089743
40.4307079949   Longitude: 86.9158089737
40.4307079948   Longitude: 86.9158089734
40.4307079919   Longitude: 86.9158089638
40.4307079895   Longitude: 86.9158089547
40.4307079881   Longitude: 86.9158089454
40.4307079881   Longitude: 86.9158089362
40.4307090000   Longitude: 86.9158100000
40.4307089996   Longitude: 86.9158099861
40.4307089983   Longitude: 86.9158099727
40.4307089952   Longitude: 86.9158099560
40.4307089899   Longitude: 86.9158099363
40.4307089844   Longitude: 86.9158099177
40.4307089780   Longitude: 86.9158098957
40.4307089731   Longitude: 86.9158098766
40.4307089698   Longitude: 86.9158098574
40.4307089680   Longitude: 86.9158098398
40.4307090000   Longitude: 86.9158100000
40.4307089982   Longitude: 86.9158099772
40.4307089981   Longitude: 86.9158099766
40.4307089981   Longitude: 86.9158099760
40.4307089981   Longitude: 86.9158099754
40.4307089980   Longitude: 86.9158099748
40.4307089980   Longitude: 86.9158099742
40.4307089978   Longitude: 86.9158099730
40.4307089978   Longitude: 86.9158099724
40.4307089977   Longitude: 86.9158099718
40.4307089977   Longitude: 86.9158099712
40.4307089976   Longitude: 86.9158099706
40.4307089976   Longitude: 86.9158099699
40.4307089975   Longitude: 86.9158099693
40.4307089974   Longitude: 86.9158099687
40.4307089973   Longitude: 86.9158099675
40.4307089972   Longitude: 86.9158099669
40.4307089970   Longitude: 86.9158099657
40.4307089969   Longitude: 86.9158099650
40.4307089968   Longitude: 86.9158099644
40.4307089967   Longitude: 86.9158099638
40.4307089966   Longitude: 86.9158099632
40.4307089966   Longitude: 86.9158099626
40.4307089965   Longitude: 86.9158099620
40.4307089964   Longitude: 86.9158099613
40.4307089961   Longitude: 86.9158099601
40.4307089960   Longitude: 86.9158099595
40.4307089959   Longitude: 86.9158099589
40.4307089958   Longitude: 86.9158099583
40.4307089957   Longitude: 86.9158099577
40.4307089956   Longitude: 86.9158099571
40.4307089954   Longitude: 86.9158099560
40.4307089952   Longitude: 86.9158099554
40.4307089951   Longitude: 86.9158099548
40.4307089949   Longitude: 86.9158099542
40.4307089948   Longitude: 86.9158099536
40.4307089946   Longitude: 86.9158099530
40.4307089945   Longitude: 86.9158099525
40.4307089943   Longitude: 86.9158099519
40.4307089941   Longitude: 86.9158099513
40.4307089937   Longitude: 86.9158099501
40.4307089935   Longitude: 86.9158099495
40.4307089932   Longitude: 86.9158099490
40.4307089930   Longitude: 86.9158099484
40.4307089927   Longitude: 86.9158099478
40.4307089925   Longitude: 86.9158099472
40.4307089922   Longitude: 86.9158099467
40.4307089919   Longitude: 86.9158099461
40.4307089916   Longitude: 86.9158099455
40.4307089913   Longitude: 86.9158099449
40.4307089910   Longitude: 86.9158099444
40.4307089752   Longitude: 86.9158099299
40.4307089550   Longitude: 86.9158099196
40.4307089340   Longitude: 86.9158099124
40.4307089124   Longitude: 86.9158099054
40.4307090000   Longitude: 86.9158100000
40.4307089774   Longitude: 86.9158099901
40.4307089628   Longitude: 86.9158099813
40.4307089528   Longitude: 86.9158099723
40.4307089468   Longitude: 86.9158099611
40.4307089434   Longitude: 86.9158099467
40.4307089409   Longitude: 86.9158099263
40.4307089384   Longitude: 86.9158099058
40.4307089341   Longitude: 86.9158098773
40.4307090000   Longitude: 86.9158100000
40.4307089935   Longitude: 86.9158099597
40.4307089933   Longitude: 86.9158099586
40.4307089931   Longitude: 86.9158099575
40.4307089929   Longitude: 86.9158099564
40.4307089926   Longitude: 86.9158099541
40.4307089922   Longitude: 86.9158099519
40.4307089921   Longitude: 86.9158099508
40.4307089919   Longitude: 86.9158099497
40.4307089917   Longitude: 86.9158099486
40.4307089916   Longitude: 86.9158099474
40.4307089912   Longitude: 86.9158099452
40.4307089909   Longitude: 86.9158099429
40.4307089907   Longitude: 86.9158099418
40.4307089905   Longitude: 86.9158099406
40.4307089903   Longitude: 86.9158099395
40.4307089901   Longitude: 86.9158099383
40.4307089897   Longitude: 86.9158099360
40.4307089895   Longitude: 86.9158099348
40.4307089893   Longitude: 86.9158099336
40.4307089891   Longitude: 86.9158099324
40.4307089889   Longitude: 86.9158099312
40.4307089887   Longitude: 86.9158099300
40.4307089885   Longitude: 86.9158099288
40.4307089882   Longitude: 86.9158099276
40.4307089880   Longitude: 86.9158099264
40.4307089877   Longitude: 86.9158099252
40.4307089872   Longitude: 86.9158099227
40.4307089869   Longitude: 86.9158099214
40.4307089867   Longitude: 86.9158099202
40.4307089864   Longitude: 86.9158099190
40.4307089861   Longitude: 86.9158099177
40.4307089858   Longitude: 86.9158099165
40.4307089855   Longitude: 86.9158099152
40.4307089852   Longitude: 86.9158099140
40.4307089849   Longitude: 86.9158099127
40.4307089846   Longitude: 86.9158099115
40.4307089840   Longitude: 86.9158099090
40.4307089837   Longitude: 86.9158099078
40.4307089833   Longitude: 86.9158099066
40.4307089830   Longitude: 86.9158099053
40.4307089826   Longitude: 86.9158099041
40.4307089823   Longitude: 86.9158099029
40.4307089819   Longitude: 86.9158099016
40.4307089816   Longitude: 86.9158099004
40.4307089812   Longitude: 86.9158098991
40.4307089808   Longitude: 86.9158098979
40.4307089804   Longitude: 86.9158098967
40.4307089801   Longitude: 86.9158098954
40.4307089793   Longitude: 86.9158098930
40.4307089789   Longitude: 86.9158098918
40.4307089785   Longitude: 86.9158098905
40.4307089776   Longitude: 86.9158098881
40.4307089654   Longitude: 86.9158098534
40.4307089539   Longitude: 86.9158098228
40.4307089393   Longitude: 86.9158097950
40.4307089242   Longitude: 86.9158097732
40.4307070000   Longitude: 86.9158080000
40.4307069867   Longitude: 86.9158079811
40.4307069773   Longitude: 86.9158079682
40.4307069710   Longitude: 86.9158079658
40.4307069688   Longitude: 86.9158079729
40.4307069684   Longitude: 86.9158079896
40.4307069688   Longitude: 86.9158080128
40.4307069678   Longitude: 86.9158080373
40.4307069649   Longitude: 86.9158080725
40.4307069621   Longitude: 86.9158081089
40.4307070000   Longitude: 86.9158080000
40.4307069971   Longitude: 86.9158080467
40.4307069971   Longitude: 86.9158080479
40.4307069970   Longitude: 86.9158080491
40.4307069969   Longitude: 86.9158080504
40.4307069969   Longitude: 86.9158080516
40.4307069968   Longitude: 86.9158080528
40.4307069967   Longitude: 86.9158080541
40.4307069967   Longitude: 86.9158080553
40.4307069966   Longitude: 86.9158080566
40.4307069966   Longitude: 86.9158080578
40.4307069965   Longitude: 86.9158080591
40.4307069965   Longitude: 86.9158080603
40.4307069965   Longitude: 86.9158080615
40.4307069965   Longitude: 86.9158080628
40.4307069964   Longitude: 86.9158080640
40.4307069964   Longitude: 86.9158080653
40.4307069964   Longitude: 86.9158080665
40.4307069964   Longitude: 86.9158080677
40.4307069964   Longitude: 86.9158080690
40.4307069964   Longitude: 86.9158080702
40.4307069965   Longitude: 86.9158080727
40.4307069966   Longitude: 86.9158080752
40.4307069966   Longitude: 86.9158080765
40.4307069968   Longitude: 86.9158080790
40.4307069969   Longitude: 86.9158080815
40.4307069970   Longitude: 86.9158080827
40.4307069972   Longitude: 86.9158080852
40.4307069972   Longitude: 86.9158080864
40.4307069974   Longitude: 86.9158080889
40.4307069975   Longitude: 86.9158080901
40.4307069978   Longitude: 86.9158080925
40.4307069979   Longitude: 86.9158080937
40.4307069981   Longitude: 86.9158080960
40.4307069982   Longitude: 86.9158080972
40.4307069983   Longitude: 86.9158080984
40.4307069984   Longitude: 86.9158080996
40.4307069986   Longitude: 86.9158081007
40.4307069987   Longitude: 86.9158081019
40.4307069988   Longitude: 86.9158081031
40.4307069990   Longitude: 86.9158081042
40.4307069991   Longitude: 86.9158081054
40.4307069992   Longitude: 86.9158081066
40.4307069995   Longitude: 86.9158081089
40.4307069997   Longitude: 86.9158081101
40.4307069998   Longitude: 86.9158081113
40.4307070000   Longitude: 86.9158081125
40.4307070001   Longitude: 86.9158081137
40.4307070004   Longitude: 86.9158081160
40.4307070038   Longitude: 86.9158081474
40.4307070033   Longitude: 86.9158081786
40.4307069981   Longitude: 86.9158082032
40.4307069908   Longitude: 86.9158082244
40.4307020000   Longitude: 86.9158040000
40.4307019899   Longitude: 86.9158040218
40.4307019782   Longitude: 86.9158040322
40.4307019649   Longitude: 86.9158040394
40.4307019545   Longitude: 86.9158040473
40.4307019452   Longitude: 86.9158040536
40.4307019390   Longitude: 86.9158040569
40.4307019369   Longitude: 86.9158040627
40.4307019399   Longitude: 86.9158040752
40.4307019428   Longitude: 86.9158040839
40.4307019476   Longitude: 86.9158040974
40.4307020000   Longitude: 86.9158040000
40.4307020080   Longitude: 86.9158040229
40.4307020082   Longitude: 86.9158040235
40.4307020084   Longitude: 86.9158040241
40.4307020086   Longitude: 86.9158040248
40.4307020091   Longitude: 86.9158040261
40.4307020093   Longitude: 86.9158040267
40.4307020095   Longitude: 86.9158040273
40.4307020097   Longitude: 86.9158040280
40.4307020099   Longitude: 86.9158040286
40.4307020101   Longitude: 86.9158040293
40.4307020104   Longitude: 86.9158040299
40.4307020106   Longitude: 86.9158040306
40.4307020110   Longitude: 86.9158040319
40.4307020112   Longitude: 86.9158040326
40.4307020114   Longitude: 86.9158040333
40.4307020116   Longitude: 86.9158040340
40.4307020118   Longitude: 86.9158040347
40.4307020122   Longitude: 86.9158040361
40.4307020126   Longitude: 86.9158040376
40.4307020128   Longitude: 86.9158040383
40.4307020130   Longitude: 86.9158040390
40.4307020132   Longitude: 86.9158040398
40.4307020134   Longitude: 86.9158040405
40.4307020135   Longitude: 86.9158040413
40.4307020139   Longitude: 86.9158040428
40.4307020141   Longitude: 86.9158040435
40.4307020143   Longitude: 86.9158040443
40.4307020145   Longitude: 86.9158040451
40.4307020147   Longitude: 86.9158040458
40.4307020149   Longitude: 86.9158040466
40.4307020154   Longitude: 86.9158040482
40.4307020156   Longitude: 86.9158040489
40.4307020158   Longitude: 86.9158040497
40.4307020160   Longitude: 86.9158040505
40.4307020163   Longitude: 86.9158040513
40.4307020165   Longitude: 86.9158040521
40.4307020167   Longitude: 86.9158040529
40.4307020170   Longitude: 86.9158040537
40.4307020172   Longitude: 86.9158040545
40.4307020174   Longitude: 86.9158040552
40.4307020177   Longitude: 86.9158040560
40.4307020180   Longitude: 86.9158040568
40.4307020331   Longitude: 86.9158040815
40.4307020574   Longitude: 86.9158041143
40.4307020859   Longitude: 86.9158041465
40.4307021169   Longitude: 86.9158041716
40.4306970000   Longitude: 86.9157970000
40.4306970420   Longitude: 86.9157970259
40.4306970825   Longitude: 86.9157970489
40.4306971273   Longitude: 86.9157970686
40.4306971693   Longitude: 86.9157970839
40.4306972139   Longitude: 86.9157971006
40.4306972557   Longitude: 86.9157971107
40.4306972926   Longitude: 86.9157971142
40.4306973386   Longitude: 86.9157971210
40.4306973843   Longitude: 86.9157971316
40.4306974385   Longitude: 86.9157971481
40.4306970000   Longitude: 86.9157970000
40.4306970665   Longitude: 86.9157970280
40.4306970683   Longitude: 86.9157970288
40.4306970701   Longitude: 86.9157970295
40.4306970718   Longitude: 86.9157970303
